2025-05-24 16:11:27,137 - Packets received in last second: 0
2025-05-24 16:11:28,225 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.4%
Received Packet 00000001 | Source IP: 136.70.231.240 | Destination IP: 172.16.0.10 | Source Port: 22641 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 74 | Volume: 418 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004090 | Source IP: 123.117.220.55 | Destination IP: 172.16.0.10 | Source Port: 39607 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 236 | Volume: 306 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004190 | Source IP: 21.113.77.216 | Destination IP: 192.168.1.200 | Source Port: 23275 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 234 | Volume: 1463 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004290 | Source IP: 37.80.253.34 | Destination IP: 10.0.0.50 | Source Port: 24923 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 152 | Volume: 769 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004390 | Source IP: 140.156.31.147 | Destination IP: 192.168.1.200 | Source Port: 7101 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 154 | Volume: 975 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004490 | Source IP: 50.187.144.92 | Destination IP: 10.0.0.50 | Source Port: 44875 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 172 | Volume: 1365 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00004590 | Source IP: 8.80.125.1 | Destination IP: 192.168.1.200 | Source Port: 13892 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 137 | Volume: 256 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004690 | Source IP: 52.214.224.27 | Destination IP: 10.0.0.50 | Source Port: 49435 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 181 | Volume: 1108 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004790 | Source IP: 75.33.190.139 | Destination IP: 10.0.0.50 | Source Port: 16548 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 167 | Volume: 1249 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004890 | Source IP: 55.230.182.143 | Destination IP: 172.16.0.10 | Source Port: 29210 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 200 | Volume: 737 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004990 | Source IP: 85.212.24.181 | Destination IP: 10.0.0.50 | Source Port: 31697 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 91 | Volume: 821 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005090 | Source IP: 86.200.239.211 | Destination IP: 192.168.1.200 | Source Port: 16478 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 252 | Volume: 985 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00005190 | Source IP: 147.29.188.78 | Destination IP: 10.0.0.50 | Source Port: 55861 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 117 | Volume: 583 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005290 | Source IP: 57.242.231.220 | Destination IP: 10.0.0.50 | Source Port: 40382 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 199 | Volume: 618 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00005390 | Source IP: 97.171.15.161 | Destination IP: 10.0.0.50 | Source Port: 62194 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 211 | Volume: 1092 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005490 | Source IP: 140.135.204.255 | Destination IP: 10.0.0.50 | Source Port: 2842 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 60 | Volume: 927 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005590 | Source IP: 206.188.109.220 | Destination IP: 10.0.0.50 | Source Port: 29816 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 90 | Volume: 810 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00005690 | Source IP: 68.27.33.77 | Destination IP: 10.0.0.50 | Source Port: 3916 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 169 | Volume: 910 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005790 | Source IP: 50.105.77.94 | Destination IP: 192.168.1.200 | Source Port: 19323 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 146 | Volume: 732 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00005890 | Source IP: 135.175.250.227 | Destination IP: 10.0.0.50 | Source Port: 30509 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 249 | Volume: 305 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005990 | Source IP: 13.226.96.167 | Destination IP: 10.0.0.50 | Source Port: 24284 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 135 | Volume: 269 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00006090 | Source IP: 93.90.207.132 | Destination IP: 172.16.0.10 | Source Port: 57040 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 139 | Volume: 912 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006190 | Source IP: 238.160.241.82 | Destination IP: 172.16.0.10 | Source Port: 32672 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 73 | Volume: 322 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00006290 | Source IP: 197.228.9.109 | Destination IP: 10.0.0.50 | Source Port: 9683 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 146 | Volume: 303 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00006390 | Source IP: 123.120.186.22 | Destination IP: 172.16.0.10 | Source Port: 57304 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 207 | Volume: 888 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006490 | Source IP: 29.196.9.206 | Destination IP: 192.168.1.200 | Source Port: 39260 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 166 | Volume: 947 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00006590 | Source IP: 15.57.119.227 | Destination IP: 10.0.0.50 | Source Port: 42976 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 239 | Volume: 487 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00006690 | Source IP: 200.182.206.239 | Destination IP: 172.16.0.10 | Source Port: 22362 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 240 | Volume: 1489 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00006791 | Source IP: 203.53.1.224 | Destination IP: 172.16.0.10 | Source Port: 1371 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 51 | Volume: 934 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00006891 | Source IP: 55.173.64.254 | Destination IP: 192.168.1.200 | Source Port: 37315 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 165 | Volume: 941 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00006991 | Source IP: 133.186.3.82 | Destination IP: 192.168.1.200 | Source Port: 60591 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 124 | Volume: 733 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007091 | Source IP: 100.46.120.109 | Destination IP: 192.168.1.200 | Source Port: 31416 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 212 | Volume: 428 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00007191 | Source IP: 61.161.2.159 | Destination IP: 172.16.0.10 | Source Port: 38642 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 130 | Volume: 113 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007291 | Source IP: 57.186.35.186 | Destination IP: 192.168.1.200 | Source Port: 48297 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 207 | Volume: 88 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00007391 | Source IP: 7.244.11.246 | Destination IP: 192.168.1.200 | Source Port: 10977 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 88 | Volume: 1453 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00007491 | Source IP: 139.179.95.180 | Destination IP: 172.16.0.10 | Source Port: 44758 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 195 | Volume: 664 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007591 | Source IP: 220.216.96.31 | Destination IP: 172.16.0.10 | Source Port: 8106 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 164 | Volume: 1430 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007691 | Source IP: 76.46.73.99 | Destination IP: 192.168.1.200 | Source Port: 45812 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 228 | Volume: 537 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00007791 | Source IP: 195.145.223.140 | Destination IP: 172.16.0.10 | Source Port: 33680 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 205 | Volume: 766 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00007891 | Source IP: 180.148.52.67 | Destination IP: 172.16.0.10 | Source Port: 27898 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 232 | Volume: 168 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00007991 | Source IP: 110.226.36.221 | Destination IP: 192.168.1.200 | Source Port: 63943 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 144 | Volume: 791 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00008091 | Source IP: 101.7.100.233 | Destination IP: 10.0.0.50 | Source Port: 26641 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 235 | Volume: 1311 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008191 | Source IP: 78.55.15.171 | Destination IP: 172.16.0.10 | Source Port: 53333 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 184 | Volume: 976 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00008291 | Source IP: 61.62.88.152 | Destination IP: 172.16.0.10 | Source Port: 26935 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 72 | Volume: 1016 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00008391 | Source IP: 45.188.217.82 | Destination IP: 172.16.0.10 | Source Port: 15200 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 148 | Volume: 377 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00008491 | Source IP: 227.111.48.177 | Destination IP: 10.0.0.50 | Source Port: 4645 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 205 | Volume: 1036 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00008591 | Source IP: 169.87.184.1 | Destination IP: 10.0.0.50 | Source Port: 62768 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 158 | Volume: 550 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00008691 | Source IP: 96.142.237.203 | Destination IP: 10.0.0.50 | Source Port: 28354 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 211 | Volume: 336 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00008791 | Source IP: 58.154.19.188 | Destination IP: 192.168.1.200 | Source Port: 41885 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 171 | Volume: 674 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00008891 | Source IP: 68.179.110.235 | Destination IP: 10.0.0.50 | Source Port: 24578 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 96 | Volume: 1079 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00008991 | Source IP: 96.51.30.130 | Destination IP: 192.168.1.200 | Source Port: 30392 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 109 | Volume: 868 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00009091 | Source IP: 66.250.246.71 | Destination IP: 192.168.1.200 | Source Port: 57039 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 110 | Volume: 1419 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00009191 | Source IP: 245.21.204.1 | Destination IP: 192.168.1.200 | Source Port: 30658 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 216 | Volume: 770 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00009291 | Source IP: 17.109.194.91 | Destination IP: 10.0.0.50 | Source Port: 43582 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 101 | Volume: 1463 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00009391 | Source IP: 246.122.124.192 | Destination IP: 10.0.0.50 | Source Port: 51633 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 173 | Volume: 549 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00009491 | Source IP: 68.154.32.200 | Destination IP: 172.16.0.10 | Source Port: 52571 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 161 | Volume: 1060 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00009591 | Source IP: 185.205.34.47 | Destination IP: 172.16.0.10 | Source Port: 7239 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 73 | Volume: 872 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00009691 | Source IP: 152.14.96.197 | Destination IP: 192.168.1.200 | Source Port: 15012 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 140 | Volume: 938 | Spoofed: 0 | Attack Type: UDP_Flood
2025-05-24 16:11:28,291 - Batch processed 100 packets. CPU: 0.0%, RAM: 88.5%
Received Packet 00000009 | Source IP: 217.126.73.89 | Destination IP: 172.16.0.10 | Source Port: 3202 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 236 | Volume: 1193 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00000023 | Source IP: 240.2.115.109 | Destination IP: 192.168.1.200 | Source Port: 64485 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 121 | Volume: 981 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00000055 | Source IP: 105.72.151.179 | Destination IP: 172.16.0.10 | Source Port: 31367 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 241 | Volume: 1298 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00000121 | Source IP: 201.117.44.73 | Destination IP: 172.16.0.10 | Source Port: 26137 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 62 | Volume: 357 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00000221 | Source IP: 88.61.115.49 | Destination IP: 172.16.0.10 | Source Port: 62254 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 133 | Volume: 905 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00000321 | Source IP: 31.130.192.22 | Destination IP: 10.0.0.50 | Source Port: 7589 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 100 | Volume: 300 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00000421 | Source IP: 250.31.221.238 | Destination IP: 10.0.0.50 | Source Port: 51305 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 42 | Volume: 844 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00000521 | Source IP: 48.39.60.234 | Destination IP: 172.16.0.10 | Source Port: 2744 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 184 | Volume: 577 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00000621 | Source IP: 223.58.51.192 | Destination IP: 10.0.0.50 | Source Port: 17812 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 42 | Volume: 1465 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00000721 | Source IP: 150.29.20.74 | Destination IP: 10.0.0.50 | Source Port: 50215 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 245 | Volume: 1246 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00000821 | Source IP: 251.167.54.69 | Destination IP: 10.0.0.50 | Source Port: 51541 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 121 | Volume: 588 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00000921 | Source IP: 106.145.95.162 | Destination IP: 172.16.0.10 | Source Port: 54714 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 76 | Volume: 1472 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001021 | Source IP: 206.170.237.5 | Destination IP: 10.0.0.50 | Source Port: 34641 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 191 | Volume: 496 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00001121 | Source IP: 14.110.66.1 | Destination IP: 172.16.0.10 | Source Port: 39181 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 166 | Volume: 374 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00001221 | Source IP: 192.156.62.222 | Destination IP: 172.16.0.10 | Source Port: 9451 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 189 | Volume: 1213 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00001321 | Source IP: 25.146.70.180 | Destination IP: 10.0.0.50 | Source Port: 36488 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 157 | Volume: 517 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00001421 | Source IP: 219.162.252.19 | Destination IP: 172.16.0.10 | Source Port: 3600 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 59 | Volume: 792 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00001521 | Source IP: 92.190.96.69 | Destination IP: 192.168.1.200 | Source Port: 61702 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 180 | Volume: 569 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00001621 | Source IP: 126.97.250.21 | Destination IP: 192.168.1.200 | Source Port: 21904 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 125 | Volume: 779 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00001721 | Source IP: 88.127.211.229 | Destination IP: 172.16.0.10 | Source Port: 62931 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 253 | Volume: 817 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00001821 | Source IP: 103.101.73.80 | Destination IP: 10.0.0.50 | Source Port: 7694 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 90 | Volume: 110 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00001921 | Source IP: 30.40.20.207 | Destination IP: 10.0.0.50 | Source Port: 62853 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 175 | Volume: 502 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00002021 | Source IP: 140.64.196.18 | Destination IP: 172.16.0.10 | Source Port: 27152 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 41 | Volume: 1361 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00002120 | Source IP: 74.187.11.102 | Destination IP: 172.16.0.10 | Source Port: 63597 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 252 | Volume: 684 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00002220 | Source IP: 92.22.25.132 | Destination IP: 192.168.1.200 | Source Port: 20631 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 95 | Volume: 1418 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00002320 | Source IP: 167.214.101.138 | Destination IP: 172.16.0.10 | Source Port: 30841 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 63 | Volume: 974 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002420 | Source IP: 191.20.2.209 | Destination IP: 172.16.0.10 | Source Port: 44414 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 89 | Volume: 371 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00002520 | Source IP: 41.177.232.11 | Destination IP: 10.0.0.50 | Source Port: 64194 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 151 | Volume: 359 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00002620 | Source IP: 226.91.25.255 | Destination IP: 192.168.1.200 | Source Port: 46530 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 118 | Volume: 1308 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00002720 | Source IP: 104.128.233.232 | Destination IP: 192.168.1.200 | Source Port: 46009 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 70 | Volume: 1192 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00002820 | Source IP: 195.96.64.131 | Destination IP: 172.16.0.10 | Source Port: 49846 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 81 | Volume: 95 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00002920 | Source IP: 141.199.4.185 | Destination IP: 10.0.0.50 | Source Port: 42036 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 62 | Volume: 1495 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00003020 | Source IP: 19.68.4.228 | Destination IP: 172.16.0.10 | Source Port: 53259 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 231 | Volume: 1230 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003120 | Source IP: 46.241.15.144 | Destination IP: 172.16.0.10 | Source Port: 48888 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 149 | Volume: 401 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003220 | Source IP: 101.181.38.252 | Destination IP: 172.16.0.10 | Source Port: 19269 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 200 | Volume: 1391 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003320 | Source IP: 18.9.96.1 | Destination IP: 172.16.0.10 | Source Port: 23768 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 76 | Volume: 1361 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003420 | Source IP: 240.79.77.216 | Destination IP: 192.168.1.200 | Source Port: 14160 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 222 | Volume: 1129 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00003520 | Source IP: 229.170.214.173 | Destination IP: 172.16.0.10 | Source Port: 49567 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 204 | Volume: 1247 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00003620 | Source IP: 110.212.231.171 | Destination IP: 172.16.0.10 | Source Port: 39136 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 195 | Volume: 606 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00003720 | Source IP: 159.34.150.165 | Destination IP: 192.168.1.200 | Source Port: 23571 | Destination Port: 80 | Protocol: TCP | Flags: SYN | TTL: 171 | Volume: 1259 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00003820 | Source IP: 113.239.3.3 | Destination IP: 10.0.0.50 | Source Port: 1082 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 45 | Volume: 1155 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00003920 | Source IP: 87.210.174.112 | Destination IP: 10.0.0.50 | Source Port: 8785 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 33 | Volume: 1114 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004020 | Source IP: 132.62.232.175 | Destination IP: 172.16.0.10 | Source Port: 58601 | Destination Port: 22 | Protocol: TCP | Flags: SYN | TTL: 32 | Volume: 266 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004120 | Source IP: 227.47.205.87 | Destination IP: 10.0.0.50 | Source Port: 7109 | Destination Port: 53 | Protocol: TCP | Flags: SYN | TTL: 203 | Volume: 379 | Spoofed: 0 | Attack Type: SYN_Flood
Received Packet 00004220 | Source IP: 15.131.148.133 | Destination IP: 172.16.0.10 | Source Port: 56472 | Destination Port: 53 | Protocol: TCP | Flags:  | TTL: 117 | Volume: 662 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00004320 | Source IP: 127.204.11.243 | Destination IP: 192.168.1.200 | Source Port: 49434 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 45 | Volume: 545 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004420 | Source IP: 138.21.158.194 | Destination IP: 192.168.1.200 | Source Port: 26707 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 185 | Volume: 270 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004520 | Source IP: 16.117.251.188 | Destination IP: 192.168.1.200 | Source Port: 45462 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 236 | Volume: 1188 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00004619 | Source IP: 39.160.167.229 | Destination IP: 192.168.1.200 | Source Port: 31942 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 79 | Volume: 1054 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00004719 | Source IP: 30.61.65.140 | Destination IP: 192.168.1.200 | Source Port: 48905 | Destination Port: 22 | Protocol: UDP | Flags:  | TTL: 132 | Volume: 564 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00004819 | Source IP: 211.226.92.118 | Destination IP: 10.0.0.50 | Source Port: 31119 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 202 | Volume: 424 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00004919 | Source IP: 184.227.201.221 | Destination IP: 10.0.0.50 | Source Port: 20710 | Destination Port: 53 | Protocol: UDP | Flags:  | TTL: 196 | Volume: 1192 | Spoofed: 1 | Attack Type: UDP_Flood
Received Packet 00005019 | Source IP: 68.77.249.178 | Destination IP: 10.0.0.50 | Source Port: 50886 | Destination Port: 443 | Protocol: TCP | Flags: SYN | TTL: 214 | Volume: 678 | Spoofed: 1 | Attack Type: SYN_Flood
Received Packet 00005119 | Source IP: 19.169.120.10 | Destination IP: 10.0.0.50 | Source Port: 37225 | Destination Port: 443 | Protocol: UDP | Flags:  | TTL: 167 | Volume: 1382 | Spoofed: 0 | Attack Type: UDP_Flood
Received Packet 00005219 | Source IP: 156.127.214.19 | Destination IP: 10.0.0.50 | Source Port: 34076 | Destination Port: 443 | Protocol: TCP | Flags:  | TTL: 228 | Volume: 1101 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005319 | Source IP: 244.173.117.163 | Destination IP: 10.0.0.50 | Source Port: 21353 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 57 | Volume: 372 | Spoofed: 1 | Attack Type: HTTP_Flood
Received Packet 00005419 | Source IP: 245.132.218.109 | Destination IP: 192.168.1.200 | Source Port: 40486 | Destination Port: 22 | Protocol: TCP | Flags:  | TTL: 49 | Volume: 1361 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005519 | Source IP: 193.113.170.122 | Destination IP: 172.16.0.10 | Source Port: 36960 | Destination Port: 80 | Protocol: TCP | Flags:  | TTL: 39 | Volume: 978 | Spoofed: 0 | Attack Type: HTTP_Flood
Received Packet 00005619 | Source IP: 247.54.11.115 | Destination IP: 192.168.1.200 | Source Port: 64660 | Destination Port: 80 | Protocol: UDP | Flags:  | TTL: 50 | Volume: 984 | Spoofed: 0 | Attack Type: UDP_Flood
